name_Jap,name_Eng,type,race,attribute,level,PS,atk,def,id,name_FullWidth_Jap
X・HERO ワンダー・ドライバー,Xtra HERO Wonder Driver,MONSTER EFFECT LINK,WARRIOR,LIGHT,2,,1900,130,1948619,Ｘ・ＨＥＲＯ ワンダー・ドライバー
古代の機械工兵,Ancient Gear Engineer,MONSTER EFFECT,MACHINE,EARTH,5,,1500,1500,1953925,古代の機械工兵
怒れるもけもけ,Mokey Mokey Smackdown,SPELL CONTINUOUS,,,,,,,1965724,怒れるもけもけ
雙極の破械神,Abominable Unchained Soul,MONSTER EFFECT,FIEND,DARK,8,,3000,1500,1966438,雙極の破械神
傀儡儀式－パペット・リチューアル,Puppet Ritual,SPELL,,,,,,,1969506,傀儡儀式－パペット・リチューアル
ホップ・イヤー飛行隊,Hop Ear Squadron,MONSTER EFFECT TUNER,BEAST,WIND,2,,300,600,1980574,ホップ・イヤー飛行隊
No.9 天蓋星ダイソン・スフィア,Number 9: Dyson Sphere,MONSTER EFFECT XYZ,MACHINE,LIGHT,9,,2800,3000,1992816,Ｎｏ.９ 天蓋星ダイソン・スフィア
サイレント・ソードマン LV3,Silent Swordsman LV3,MONSTER EFFECT,WARRIOR,LIGHT,3,,1000,1000,1995985,サイレント・ソードマン ＬＶ３
BF－疾風のゲイル,Blackwing - Gale the Whirlwind,MONSTER EFFECT TUNER,WINGEDBEAST,DARK,3,,1300,400,2009101,ＢＦ－疾風のゲイル
隠れ兵,Hidden Soldiers,TRAP,,,,,,,2047519,隠れ兵
時空の落とし穴,Time-Space Trap Hole,TRAP,,,,,,,2055403,時空の落とし穴
No.104 仮面魔踏士シャイニング,Number 104: Masquerade,MONSTER EFFECT XYZ,SPELLCASTER,LIGHT,4,,2700,1200,2061963,Ｎｏ.１０４ 仮面魔踏士シャイニング
剣闘獣ラニスタ,Gladiator Beast Lanista,MONSTER EFFECT,WINGEDBEAST,WIND,4,,1800,1200,2067935,剣闘獣ラニスタ
湿地草原,Wetlands,SPELL FIELD,,,,,,,2084239,湿地草原
ワーム・ヴィクトリー,Worm Victory,MONSTER EFFECT FLIP,REPTILE,LIGHT,7,,0,2500,2088870,ワーム・ヴィクトリー
先史遺産トゥスパ・ロケット,Chronomaly Tuspa Rocket,MONSTER EFFECT,ROCK,EARTH,4,,1000,1000,2089016,先史遺産トゥスパ・ロケット
セイクリッド・ビーハイブ,Constellar Praesepe,MONSTER EFFECT XYZ,MACHINE,LIGHT,4,,2400,800,2091298,セイクリッド・ビーハイブ
水竜星－ビシキ,"Bixi, Water of the Yang Zing",MONSTER EFFECT,WYRM,WATER,2,,0,2000,2095764,水竜星－ビシキ
スマイル・ワールド,Smile World,SPELL,,,,,,,2099841,スマイル・ワールド
ブライニグル,Brinegir,MONSTER EFFECT,SEASERPENT,WATER,7,,1000,2600,2102065,ブライニグル
XY－ドラゴン・キャノン,XY-Dragon Cannon,MONSTER EFFECT FUSION,MACHINE,LIGHT,6,,2200,1900,2111707,ＸＹ－ドラゴン・キャノン
ひょうすべ,Hyosube,MONSTER NORMAL,AQUA,WATER,4,,1500,900,2118022,ひょうすべ
トラップ・キャプチャー,Trap Reclamation,TRAP,,,,,,,2122975,トラップ・キャプチャー
青眼の双爆裂龍,Blue-Eyes Twin Burst Dragon,MONSTER EFFECT FUSION,DRAGON,LIGHT,10,,3000,2500,2129638,青眼の双爆裂龍
白衣の天使,Numinous Healer,TRAP,,,,,,,2130625,白衣の天使
阿修羅,Asura Priest,MONSTER EFFECT SPIRIT,FAIRY,LIGHT,4,,1700,1200,2134346,阿修羅
機皇兵グランエル・アイン,Meklord Army of Granel,MONSTER EFFECT,MACHINE,EARTH,4,,1600,1200,2137678,機皇兵グランエル・アイン
F.A.オフロードGP,F.A. Off-Road Grand Prix,SPELL FIELD,,,,,,,2144946,Ｆ.Ａ.オフロードＧＰ
機甲忍法ラスト・ミスト,Armor Ninjitsu Art of Rust Mist,TRAP CONTINUOUS,,,,,,,2148918,機甲忍法ラスト・ミスト
サイバー・プリマ,Cyber Prima,MONSTER EFFECT,WARRIOR,LIGHT,6,,2300,1600,2158562,サイバー・プリマ
ナイト・バタフライ・アサシン,Night Papilloperative,MONSTER EFFECT XYZ,WARRIOR,DARK,4,,2600,2000,2191144,ナイト・バタフライ・アサシン
伝説の賭博師,Gambler of Legend,MONSTER EFFECT,SPELLCASTER,DARK,4,,500,1400,2196767,伝説の賭博師
XX－セイバー ヒュンレイ,XX-Saber Hyunlei,MONSTER EFFECT SYNCHRO,WARRIOR,EARTH,6,,2300,1300,2203790,ＸＸ－セイバー ヒュンレイ
ワルキューレ・ヴリュンヒルデ,Valkyrie Brunhilde,MONSTER EFFECT,FAIRY,LIGHT,7,,1800,2000,2204038,ワルキューレ・ヴリュンヒルデ
生者の書－禁断の呪術－,Book of Life,SPELL,,,,,,,2204140,生者の書－禁断の呪術－
セキュア・ガードナー,Secure Gardna,MONSTER EFFECT LINK,CYBERSE,LIGHT,1,,1000,32,2220237,セキュア・ガードナー
D・ステープラン,Morphtronic Staplen,MONSTER EFFECT,MACHINE,EARTH,4,,1400,1000,2250266,Ｄ・ステープラン
ヴェンデット・リユニオン,Vendread Reunion,TRAP,,,,,,,2266498,ヴェンデット・リユニオン
星因士 アルタイル,Satellarknight Altair,MONSTER EFFECT,WARRIOR,LIGHT,4,,1700,1300,2273734,星因士 アルタイル
ヴェンデット・リバース,Vendread Revolution,TRAP,,,,,,,2287848,ヴェンデット・リバース
ワン・フォー・ワン,One for One,SPELL,,,,,,,2295440,ワン・フォー・ワン
ピースの輪,Symbol of Friendship,SPELL,,,,,,,2295831,ピースの輪
ガトリングバギー,Overdrive,MONSTER NORMAL,MACHINE,EARTH,4,,1600,1500,2311603,ガトリングバギー
黒・魔・導,Dark Magic Attack,SPELL,,,,,,,2314238,黒・魔・導
魔法の国の王女－クラン,Princess Curran,MONSTER EFFECT SPSUMMON,SPELLCASTER,DARK,4,,2000,0,2316186,魔法の国の王女－クラン
ロード・ウォリアー,Road Warrior,MONSTER EFFECT SYNCHRO,WARRIOR,LIGHT,8,,3000,1500,2322421,ロード・ウォリアー
デス・ラクーダ,Des Lacooda,MONSTER EFFECT,ZOMBIE,EARTH,3,,500,600,2326738,デス・ラクーダ
極星將テュール,Tyr of the Nordic Champions,MONSTER EFFECT,WARRIOR,LIGHT,4,,2000,2000,2333365,極星將テュール
マイクロ・コーダー,Micro Coder,MONSTER EFFECT,CYBERSE,DARK,1,,300,0,2347477,マイクロ・コーダー
偉大天狗,Great Long Nose,MONSTER EFFECT SPIRIT,BEASTWARRIOR,DARK,5,,1900,1700,2356994,偉大天狗
ペンデュラム・エリア,Pendulum Area,TRAP,,,,,,,2359348,ペンデュラム・エリア
救援光,Light of Redemption,SPELL,,,,,,,2362787,救援光
魔妖廻天,Mayakashi Return,SPELL,,,,,,,2364438,魔妖廻天
魔界劇団－ハイパー・ディレクター,Abyss Actor - Hyper Director,MONSTER EFFECT LINK,FIEND,DARK,1,,800,2,2368215,魔界劇団－ハイパー・ディレクター
はがねの甲羅,Steel Shell,SPELL EQUIP,,,,,,,2370081,はがねの甲羅
エクシーズ・リフレクト,Xyz Reflect,TRAP COUNTER,,,,,,,2371506,エクシーズ・リフレクト
バージェストマ・エルドニア,Paleozoic Eldonia,TRAP,AQUA,WATER,,,,,2376209,バージェストマ・エルドニア
ネオフレムベル・ヘッジホッグ,Neo Flamvell Hedgehog,MONSTER EFFECT TUNER,PYRO,FIRE,3,,800,200,2377034,ネオフレムベル・ヘッジホッグ
おジャマ改造,Ojamassimilation,SPELL,,,,,,,2390019,おジャマ改造
ディノンの鋼鉄騎兵,Steel Cavalry of Dinon,MONSTER EFFECT PENDULUM,DINOSAUR,EARTH,4,5,1600,2600,2396042,ディノンの鋼鉄騎兵
パワー・ツール・ドラゴン,Power Tool Dragon,MONSTER EFFECT SYNCHRO,MACHINE,EARTH,7,,2300,2500,2403771,パワー・ツール・ドラゴン
ラヴァル炎火山の侍女,Laval Volcano Handmaiden,MONSTER EFFECT TUNER,PYRO,FIRE,1,,100,200,2407147,ラヴァル炎火山の侍女
No.69 紋章神コート・オブ・アームズ,Number 69: Heraldry Crest,MONSTER EFFECT XYZ,PSYCHIC,LIGHT,4,,2600,1400,2407234,Ｎｏ.６９ 紋章神コート・オブ・アームズ
竜絶蘭,Agave Dragon,MONSTER EFFECT LINK,WYRM,EARTH,4,,3000,45,2411269,竜絶蘭
インタラプト・レジスタンス,Interrupt Resistor,MONSTER EFFECT,CYBERSE,LIGHT,6,,0,2100,2414168,インタラプト・レジスタンス
ライトロード・スピリット シャイア,"Shire, Lightsworn Spirit",MONSTER EFFECT,FAIRY,LIGHT,3,,400,1400,2420921,ライトロード・スピリット シャイア
方界降世,Cubic Ascension,TRAP,,,,,,,2434862,方界降世
切り込み隊長,Marauding Captain,MONSTER EFFECT,WARRIOR,EARTH,3,,1200,400,2460565,切り込み隊長
甲虫装機 グルフ,Inzektor Ladybug,MONSTER EFFECT,INSECT,DARK,2,,500,100,2461031,甲虫装機 グルフ
封印師 メイセイ,Sealmaster Meisei,MONSTER NORMAL,SPELLCASTER,DARK,3,,1100,900,2468169,封印師 メイセイ
水の踊り子,Water Omotics,MONSTER NORMAL,AQUA,WATER,4,,1400,1200,2483611,水の踊り子
スカルビショップ,Skull Knight,MONSTER FUSION,SPELLCASTER,DARK,7,,2650,2250,2504891,スカルビショップ
真六武衆－カゲキ,Legendary Six Samurai - Kageki,MONSTER EFFECT,WARRIOR,WIND,3,,200,2000,2511717,真六武衆－カゲキ
天翔の竜騎士ガイア,Sky Galloping Gaia the Dragon Champion,MONSTER EFFECT FUSION,DRAGON,WIND,7,,2600,2100,2519690,天翔の竜騎士ガイア
威炎星－ヒエンシャク,Brotherhood of the Fire Fist - Swallow,MONSTER EFFECT,BEASTWARRIOR,FIRE,5,,2000,800,2521011,威炎星－ヒエンシャク
魔導騎士 ディフェンダー,"Defender, the Magical Knight",MONSTER EFFECT,SPELLCASTER,LIGHT,4,,1600,2000,2525268,魔導騎士 ディフェンダー
銀河眼の光波刃竜,Galaxy-Eyes Cipher Blade Dragon,MONSTER EFFECT XYZ,DRAGON,LIGHT,9,,3200,2800,2530830,銀河眼の光波刃竜
スカーレッド・コクーン,Red Cocoon,TRAP,,,,,,,2542230,スカーレッド・コクーン
オルターガイスト・ホーンデッドロック,Altergeist Haunted Rock,TRAP CONTINUOUS,,,,,,,2547033,オルターガイスト・ホーンデッドロック
侵食細胞「A」,"Corruption Cell ""A""",SPELL,,,,,,,2561846,侵食細胞「Ａ」
マジェスペクター・テンペスト,Majespecter Tempest,TRAP COUNTER,,,,,,,2572890,マジェスペクター・テンペスト
シャクトパス,Shocktopus,MONSTER EFFECT,FISH,WATER,4,,1600,800,2584136,シャクトパス
破壊剣－ウィザードバスターブレード,Wizard Buster Destruction Sword,MONSTER EFFECT,SPELLCASTER,DARK,3,,1200,900,2602411,破壊剣－ウィザードバスターブレード
フォトン・チャージマン,Photon Chargeman,MONSTER EFFECT,WARRIOR,LIGHT,4,,1000,1000,2618045,フォトン・チャージマン
剣闘獣サムニテ,Gladiator Beast Samnite,MONSTER EFFECT,BEAST,EARTH,3,,1600,1200,2619149,剣闘獣サムニテ
スプール・コード,Spool Code,SPELL QUICKPLAY,,,,,,,2625939,スプール・コード
スプールトークン,Spool Token,MONSTER NORMAL TOKEN,CYBERSE,LIGHT,1,,0,0,2625940,スプールトークン
零氷の魔妖－雪女,"Yuki-Onna, the Absolute Zero Mayakashi",MONSTER EFFECT LINK,ZOMBIE,WATER,4,,2900,45,2645637,零氷の魔妖－雪女
ZW－極星神馬聖鎧,ZW - Sleipnir Mail,MONSTER EFFECT,BEAST,LIGHT,4,,1000,1000,2648201,ＺＷ－極星神馬聖鎧
永の王 オルムガンド,"Jormungandr, Generaider Boss of Eternity",MONSTER EFFECT XYZ,REPTILE,EARTH,9,,-2,-2,2665273,永の王 オルムガンド
ハイパーハンマーヘッド,Hyper Hammerhead,MONSTER EFFECT,DINOSAUR,EARTH,4,,1500,1200,2671330,ハイパーハンマーヘッド
メデューサ・ワーム,Medusa Worm,MONSTER EFFECT,ROCK,EARTH,2,,500,600,2694423,メデューサ・ワーム
ファーニマル・キャット,Fluffal Cat,MONSTER EFFECT,FAIRY,EARTH,1,,700,300,2729285,ファーニマル・キャット
デコイドラゴン,Decoy Dragon,MONSTER EFFECT,DRAGON,FIRE,2,,300,200,2732323,デコイドラゴン
水晶機巧－フェニキシオン,Crystron Phoenix,MONSTER EFFECT SYNCHRO,MACHINE,WATER,9,,2800,2000,2743001,水晶機巧－フェニキシオン
グレイドル・インパクト,Graydle Impact,SPELL CONTINUOUS,,,,,,,2759860,グレイドル・インパクト
ダイガスタ・フェニクス,Daigusto Phoenix,MONSTER EFFECT XYZ,PYRO,WIND,2,,1500,1100,2766877,ダイガスタ・フェニクス
エレキマイラ,Wattchimera,MONSTER EFFECT SYNCHRO,THUNDER,LIGHT,6,,1400,1200,2772236,エレキマイラ
棘の壁,Wall of Thorns,TRAP,,,,,,,2779999,棘の壁
青き眼の威光,Majesty with Eyes of Blue,SPELL QUICKPLAY,,,,,,,2783661,青き眼の威光
異形の従者,Servant of Catabolism,MONSTER EFFECT,AQUA,LIGHT,3,,700,500,2792265,異形の従者
戦華の雄－張徳,Ancient Warriors - Valiant Zhang De,MONSTER EFFECT,BEASTWARRIOR,WIND,7,,2700,900,2801664,戦華の雄－張徳
PSYフレームギア・β,PSY-Framegear Beta,MONSTER EFFECT TUNER SPSUMMON,PSYCHIC,LIGHT,1,,700,0,2810642,ＰＳＹフレームギア・β
幻煌の都 パシフィス,"Pacifis, the Phantasm City",SPELL FIELD,,,,,,,2819435,幻煌の都 パシフィス
幻煌龍トークン,Phantasm Spiral Token,MONSTER NORMAL TOKEN,WYRM,WATER,8,,2000,2000,2819436,幻煌龍トークン
フレイム・ヴァイパー,Flame Viper,MONSTER NORMAL,PYRO,EARTH,2,,400,450,2830619,フレイム・ヴァイパー
虹クリボー,Rainbow Kuriboh,MONSTER EFFECT,FIEND,LIGHT,1,,100,100,2830693,虹クリボー
竜の血族,D. Tribe,TRAP,,,,,,,2833249,竜の血族
素早いマンボウ,Nimble Sunfish,MONSTER EFFECT,FISH,WATER,2,,1000,100,2843014,素早いマンボウ
魔鏡導士リフレクト・バウンダー,Reflect Bounder,MONSTER EFFECT,MACHINE,LIGHT,4,,1700,1000,2851070,魔鏡導士リフレクト・バウンダー
トロイメア・フェニックス,Knightmare Phoenix,MONSTER EFFECT LINK,FIEND,FIRE,2,,1900,160,2857636,トロイメア・フェニックス
ミラージュ,Fiend Reflection #2,MONSTER NORMAL,WINGEDBEAST,LIGHT,4,,1100,1400,2863439,ミラージュ
炎の王 ナグルファー,"Naglfar, Generaider Boss of Fire",MONSTER EFFECT,BEASTWARRIOR,FIRE,9,,3100,200,2881864,炎の王 ナグルファー
生け贄人形,Tribute Doll,SPELL,,,,,,,2903036,生け贄人形
グラップラー,Grappler,MONSTER NORMAL,REPTILE,WATER,4,,1300,1200,2906250,グラップラー
借カラクリ整備蔵,Karakuri Cash Shed,TRAP COUNTER,,,,,,,2924048,借カラクリ整備蔵
王家の呪い,Curse of Royal,TRAP COUNTER,,,,,,,2926176,王家の呪い
星遺物へ至る鍵,World Legacy Key,SPELL CONTINUOUS,,,,,,,2930675,星遺物へ至る鍵
ゴゴゴゴーレム－GF,Gogogo Golem - Golden Form,MONSTER EFFECT SPSUMMON,ROCK,EARTH,4,,-2,1500,2948263,ゴゴゴゴーレム－ＧＦ
ナチュル・パルキオン,Naturia Barkion,MONSTER EFFECT SYNCHRO,DRAGON,EARTH,6,,2500,1800,2956282,ナチュル・パルキオン
魔頭を持つ邪竜,Wicked Dragon with the Ersatz Head,MONSTER NORMAL,DRAGON,WIND,3,,900,900,2957055,魔頭を持つ邪竜
ドラゴン・エッガー,Ryu-Ran,MONSTER NORMAL,DRAGON,FIRE,7,,2200,2600,2964201,ドラゴン・エッガー
戦いの神 オリオン,Orion the Battle King,MONSTER NORMAL,FAIRY,LIGHT,5,,1800,1500,2971090,戦いの神 オリオン
キャッチ・コピー,Sales Pitch,TRAP,,,,,,,2971446,キャッチ・コピー
No.46 神影龍ドラッグルーオン,Number 46: Dragluon,MONSTER EFFECT XYZ,DRAGON,LIGHT,8,,3000,3000,2978414,Ｎｏ.４６ 神影龍ドラッグルーオン
聖なるあかり,Consecrated Light,MONSTER EFFECT,FAIRY,LIGHT,1,,0,0,2980764,聖なるあかり
夜薔薇の騎士,Twilight Rose Knight,MONSTER EFFECT TUNER,WARRIOR,DARK,3,,1000,1000,2986553,夜薔薇の騎士
Fuhma Wave,Fuhma Wave,TRAP,,,,,,,2994495,Fuhma Wave
サイバー・ダーク・キール,Cyberdark Keel,MONSTER EFFECT,MACHINE,DARK,4,,800,800,3019642,サイバー・ダーク・キール
ワルキューレ・ドリット,Valkyrie Dritte,MONSTER EFFECT,FAIRY,LIGHT,4,,1000,1600,3026686,ワルキューレ・ドリット
偽物のわな,Fake Trap,TRAP,,,,,,,3027001,偽物のわな
スレイブ・エイプ,Test Ape,MONSTER EFFECT,BEAST,EARTH,2,,700,300,3030892,スレイブ・エイプ
黒板消しの罠,Trap of Board Eraser,TRAP COUNTER,,,,,,,3055837,黒板消しの罠
王座の侵略者,Invader of the Throne,MONSTER EFFECT FLIP,WARRIOR,EARTH,4,,1350,1700,3056267,王座の侵略者
超重武者装留ビッグバン,Superheavy Samurai Soulbang Cannon,MONSTER EFFECT,MACHINE,EARTH,3,,1000,1000,3064425,超重武者装留ビッグバン
スノー・ドラゴン,Snow Dragon,MONSTER EFFECT,DRAGON,WATER,4,,1400,900,3070049,スノー・ドラゴン
リターン・ゾンビ,Return Zombie,MONSTER EFFECT,ZOMBIE,DARK,4,,1000,1600,3072077,リターン・ゾンビ
BF－天狗風のヒレン,Blackwing - Hillen the Tengu-wind,MONSTER EFFECT TUNER,WINGEDBEAST,DARK,5,,0,2300,3072808,ＢＦ－天狗風のヒレン
八汰烏,Yata-Garasu,MONSTER EFFECT SPIRIT,FIEND,WIND,2,,200,100,3078576,八汰烏
タツネクロ,Tatsunecro,MONSTER EFFECT TUNER,ZOMBIE,DARK,3,,500,1700,3096468,タツネクロ
ブリリアント・スパーク,Brilliant Spark,TRAP,,,,,,,3105404,ブリリアント・スパーク
彩宝龍,Lappis Dragon,MONSTER EFFECT TUNER,SEASERPENT,WATER,5,,0,2600,3111207,彩宝龍
鋼鉄の襲撃者,Heavy Metal Raiders,SPELL FIELD,,,,,,,3113667,鋼鉄の襲撃者
ジェムナイト・セラフィ,Gem-Knight Seraphinite,MONSTER EFFECT FUSION,FAIRY,EARTH,5,,2300,1400,3113836,ジェムナイト・セラフィ
超重武者ビッグベン－K,Superheavy Samurai Big Benkei,MONSTER EFFECT,MACHINE,EARTH,8,,1000,3500,3117804,超重武者ビッグベン－Ｋ
カース・オブ・スタチュー,Tiki Curse,TRAP CONTINUOUS,ROCK,DARK,,,,,3129635,カース・オブ・スタチュー
フライングマンティス,Flying Kamakiri #2,MONSTER NORMAL,INSECT,WIND,4,,1500,800,3134241,フライングマンティス
オルフェゴール・オーケストリオン,Orcustrion,MONSTER EFFECT LINK,MACHINE,DARK,4,,3000,387,3134857,オルフェゴール・オーケストリオン
レベル制限B地区,Level Limit - Area B,SPELL CONTINUOUS,,,,,,,3136426,レベル制限Ｂ地区
サイコ・リアクター,Psychic Reactor,TRAP,,,,,,,3146695,サイコ・リアクター
ツタン仮面,Tutan Mask,TRAP COUNTER,,,,,,,3149764,ツタン仮面
明と宵の逆転,Exchange of Night and Day,TRAP CONTINUOUS,,,,,,,3160805,明と宵の逆転
パペット・キング,Puppet King,MONSTER EFFECT,WARRIOR,EARTH,7,,2800,2600,3167573,パペット・キング
タクヒ,Takuhee,MONSTER NORMAL,WINGEDBEAST,WIND,4,,1450,1000,3170832,タクヒ
連鎖解呪,Chain Dispel,TRAP,,,,,,,3171055,連鎖解呪
ワーム・ソリッド,Worm Solid,MONSTER EFFECT,REPTILE,LIGHT,4,,1000,1600,3204467,ワーム・ソリッド
禁断の異本,Forbidden Apocrypha,TRAP,,,,,,,3211439,禁断の異本
サイコウィールダー,Psychic Wheeleder,MONSTER EFFECT TUNER,PSYCHIC,EARTH,3,,600,0,3233859,サイコウィールダー
シールドスピア,Shield Spear,TRAP,,,,,,,3244563,シールドスピア
第六感,Sixth Sense,TRAP,,,,,,,3280747,第六感
エヴォルド・ラゴスクス,Evoltile Lagosucho,MONSTER EFFECT,REPTILE,FIRE,3,,1200,500,3283679,エヴォルド・ラゴスクス
RUM－幻影騎士団ラウンチ,The Phantom Knights' Rank-Up-Magic Launch,SPELL QUICKPLAY,,,,,,,3298689,ＲＵＭ－幻影騎士団ラウンチ
聖刻龍－シユウドラゴン,Hieratic Dragon of Su,MONSTER EFFECT,DRAGON,LIGHT,6,,2200,1000,3300267,聖刻龍－シユウドラゴン
銀河眼の煌星竜,Galaxy-Eyes Solflare Dragon,MONSTER EFFECT LINK,DRAGON,LIGHT,2,,2000,5,3356494,銀河眼の煌星竜
ドラゴンに乗るワイバーン,Alligator's Sword Dragon,MONSTER EFFECT FUSION,DRAGON,WIND,5,,1700,1500,3366982,ドラゴンに乗るワイバーン
サイバー・フェニックス,Cyber Phoenix,MONSTER EFFECT,MACHINE,FIRE,4,,1200,1600,3370104,サイバー・フェニックス
墓守の巫女,Gravekeeper's Priestess,MONSTER EFFECT,SPELLCASTER,DARK,3,,1000,1500,3381441,墓守の巫女
幻奏の音姫プロディジー・モーツァルト,Mozarta the Melodious Maestra,MONSTER EFFECT,FAIRY,LIGHT,8,,2600,2000,3395226,幻奏の音姫プロディジー・モーツァルト
C－クラッシュ・ワイバーン,C-Crush Wyvern,MONSTER EFFECT UNION,MACHINE,LIGHT,4,,1200,2000,3405259,Ｃ－クラッシュ・ワイバーン
水晶機巧－サルファフナー,Crystron Sulfefnir,MONSTER EFFECT,MACHINE,WATER,5,,2000,1500,3422200,水晶機巧－サルファフナー
破壊剣の使い手－バスター・ブレイダー,"Buster Blader, the Destruction Swordmaster",MONSTER EFFECT,WARRIOR,EARTH,7,,2600,2300,3428069,破壊剣の使い手－バスター・ブレイダー
